"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.386673059E1,3.737640381E-1,-7.961273193E-1,2.200317383E-1,9.066047819E-1
1.386923303E1,3.684387207E-1,-7.961273193E-1,1.614532471E-1,8.919825954E-1
1.387170496E1,3.577880859E-1,-7.950592041E-1,1.071166992E-1,8.784107466E-1
1.387420740E1,3.535308838E-1,-7.982635498E-1,5.279541016E-2,8.746405754E-1
1.387667932E1,3.471374512E-1,-7.993164062E-1,-4.730224609E-4,8.714421100E-1
1.387915125E1,3.375549316E-1,-7.939910889E-1,-5.160522461E-2,8.643079777E-1
1.388165369E1,3.290252686E-1,-7.918701172E-1,-1.048736572E-1,8.638948974E-1
1.388412561E1,3.173065186E-1,-7.886657715E-1,-1.570587158E-1,8.644909288E-1
1.388659754E1,3.034667969E-1,-7.865447998E-1,-2.113952637E-1,8.691563590E-1
1.388909998E1,2.917480469E-1,-7.886657715E-1,-2.635955811E-1,8.812452850E-1
1.389157190E1,2.736358643E-1,-7.939910889E-1,-3.157958984E-1,8.972321243E-1
1.389407434E1,2.619171143E-1,-8.078460693E-1,-3.679809570E-1,9.255408317E-1
1.389654627E1,2.480621338E-1,-8.397979736E-1,-4.180603027E-1,9.703452352E-1
1.389901819E1,2.278289795E-1,-8.813476562E-1,-4.649200439E-1,1.022169449E0
1.390152063E1,2.022552490E-1,-9.314117432E-1,-5.032806396E-1,1.077834135E0
1.390399256E1,1.798858643E-1,-9.814758301E-1,-5.352325439E-1,1.132310737E0
1.390646448E1,1.543273926E-1,-1.020904541E0,-5.639953613E-1,1.176500656E0
1.390896692E1,1.244964600E-1,-1.067764282E0,-5.916900635E-1,1.227076633E0
1.391143884E1,9.573364258E-2,-1.107177734E0,-6.161956787E-1,1.270710266E0
1.391391077E1,7.229614258E-2,-1.142333984E0,-6.428222656E-1,1.312773449E0
1.391641321E1,4.460144043E-2,-1.173233032E0,-6.673278809E-1,1.350478262E0
1.391888513E1,1.583862305E-2,-1.201995850E0,-6.875610352E-1,1.384841168E0
1.392138757E1,-1.611328125E-2,-1.232879639E0,-7.109985352E-1,1.423295738E0
1.392385950E1,-4.382324219E-2,-1.256317139E0,-7.344360352E-1,1.455901617E0
1.392633142E1,-7.151794434E-2,-1.275497437E0,-7.653350830E-1,1.489209964E0
1.392883386E1,-1.045379639E-1,-1.286148071E0,-7.994232178E-1,1.517953401E0
1.393130579E1,-1.386260986E-1,-1.304260254E0,-8.335113525E-1,1.554044137E0
1.393377771E1,-1.695098877E-1,-1.328765869E0,-8.707885742E-1,1.597693675E0
1.393628015E1,-2.014770508E-1,-1.356460571E0,-9.144744873E-1,1.648284524E0
1.393875208E1,-2.366333008E-1,-1.400131226E0,-9.645385742E-1,1.716594719E0
1.394125452E1,-2.728424072E-1,-1.452331543E0,-1.011413574E0,1.790716982E0
1.394372644E1,-3.026733398E-1,-1.527969360E0,-1.059341431E0,1.883747803E0
1.394619836E1,-3.346405029E-1,-1.639816284E0,-1.107284546E0,2.006753791E0
1.394870081E1,-3.729858398E-1,-1.775100708E0,-1.152023315E0,2.148780743E0
1.395117273E1,-4.134674072E-1,-1.937026978E0,-1.194625854E0,2.313041232E0
1.395364465E1,-4.550018311E-1,-2.105331421E0,-1.247894287E0,2.489314606E0
1.395614710E1,-5.050811768E-1,-2.272583008E0,-1.288375854E0,2.660761708E0
1.395861902E1,-5.551452637E-1,-2.422790527E0,-1.335250854E0,2.821523533E0
1.396112146E1,-6.105346680E-1,-2.558074951E0,-1.382125854E0,2.970988373E0
1.396359339E1,-6.701965332E-1,-2.693359375E0,-1.428985596E0,3.121753986E0
1.396606531E1,-7.341003418E-1,-2.819061279E0,-1.477996826E0,3.266570744E0
1.396856775E1,-8.022918701E-1,-2.943695068E0,-1.526992798E0,3.411849924E0
1.397103967E1,-8.768463135E-1,-3.075790405E0,-1.577056885E0,3.566013810E0
1.397351160E1,-9.567413330E-1,-3.217468262E0,-1.625000000E0,3.729353965E0
1.397601404E1,-1.041961670E0,-3.357025146E0,-1.671875000E0,3.892360206E0
1.397848596E1,-1.126129150E0,-3.485916138E0,-1.715545654E0,4.045105076E0
1.398098840E1,-1.211349487E0,-3.593505859E0,-1.756027222E0,4.179029019E0
1.398346033E1,-1.297637939E0,-3.687255859E0,-1.794372559E0,4.301103681E0
1.398593225E1,-1.389251709E0,-3.783126831E0,-1.823135376E0,4.423334888E0
1.398843469E1,-1.481918335E0,-3.883270264E0,-1.865753174E0,4.555974627E0
1.399090662E1,-1.585250854E0,-3.969543457E0,-1.912628174E0,4.682781445E0
1.399337854E1,-1.684326172E0,-4.062225342E0,-1.948837280E0,4.810051572E0
1.399588098E1,-1.786590576E0,-4.146377563E0,-1.981857300E0,4.930731299E0
1.399835291E1,-1.894180298E0,-4.225219727E0,-2.021286011E0,5.052325987E0
1.400085535E1,-1.998580933E0,-4.298721313E0,-2.053237915E0,5.166151044E0
1.400332727E1,-2.094451904E0,-4.380737305E0,-2.083068848E0,5.283631700E0
1.400579920E1,-2.190322876E0,-4.458511353E0,-2.116088867E0,5.399413846E0
1.400830164E1,-2.283004761E0,-4.534133911E0,-2.154434204E0,5.514713755E0
1.401077356E1,-2.372482300E0,-4.616165161E0,-2.194915771E0,5.635184851E0
1.401327600E1,-2.451309204E0,-4.698196411E0,-2.237533569E0,5.752262408E0
1.401574793E1,-2.515228271E0,-4.777023315E0,-2.276947021E0,5.859250187E0
1.401821985E1,-2.557846069E0,-4.845199585E0,-2.321685791E0,5.950526065E0
1.402069177E1,-2.617492676E0,-4.915496826E0,-2.372817993E0,6.053399226E0
1.402319422E1,-2.700592041E0,-4.990066528E0,-2.417556763E0,6.167539382E0
1.402566614E1,-2.783676147E0,-5.074234009E0,-2.440994263E0,6.281333987E0
1.402816858E1,-2.855041504E0,-5.199935913E0,-2.453781128E0,6.419629064E0
1.403064050E1,-2.921096802E0,-5.354385376E0,-2.459106445E0,6.576431691E0
1.403311243E1,-3.003128052E0,-5.507797241E0,-2.462295532E0,6.739251281E0
1.403558435E1,-3.092605591E0,-5.623901367E0,-2.452713013E0,6.870827974E0
1.403808679E1,-3.168243408E0,-5.682495117E0,-2.422882080E0,6.942540934E0
1.404058923E1,-3.224700928E0,-5.715515137E0,-2.365356445E0,6.975723652E0
1.404306116E1,-3.284347534E0,-5.727233887E0,-2.320617676E0,6.998100679E0
1.404553308E1,-3.353591919E0,-5.694213867E0,-2.277999878E0,6.989988109E0
1.404800501E1,-3.418579102E0,-5.621780396E0,-2.226867676E0,6.946224697E0
1.405050745E1,-3.467575073E0,-5.488616943E0,-2.170410156E0,6.845412558E0
1.405297937E1,-3.504867554E0,-5.303253174E0,-2.124603271E0,6.702427162E0
1.405548181E1,-3.537887573E0,-5.082748413E0,-2.083068848E0,6.533770407E0
1.405795374E1,-3.564514160E0,-4.844131470E0,-2.043655396E0,6.351999549E0
1.406045618E1,-3.581558228E0,-4.619354248E0,-1.996780396E0,6.176821590E0
1.406292810E1,-3.602859497E0,-4.459564209E0,-1.941390991E0,6.052876049E0
1.406540002E1,-3.639083862E0,-4.356246948E0,-1.890258789E0,5.982716534E0
1.406790247E1,-3.663589478E0,-4.269958496E0,-1.838058472E0,5.918859042E0
1.407037439E1,-3.672103882E0,-4.160232544E0,-1.785858154E0,5.829337105E0
1.407284631E1,-3.665710449E0,-4.036666870E0,-1.743240356E0,5.724596008E0
1.407531824E1,-3.662521362E0,-3.948242188E0,-1.705963135E0,5.649158284E0
1.407782068E1,-3.668914795E0,-3.908828735E0,-1.665481567E0,5.613707038E0
1.408032312E1,-3.675308228E0,-3.900314331E0,-1.625000000E0,5.600086379E0
1.408279505E1,-3.681701660E0,-3.903503418E0,-1.587722778E0,5.595813584E0
1.408526697E1,-3.678497314E0,-3.913085938E0,-1.550430298E0,5.589939012E0
1.408776941E1,-3.675308228E0,-3.923736572E0,-1.505691528E0,5.583073189E0
1.409024133E1,-3.669982910E0,-3.945053101E0,-1.463073730E0,5.583260989E0
1.409271326E1,-3.671035767E0,-3.968490601E0,-1.418334961E0,5.589015594E0
1.409518518E1,-3.673171997E0,-3.977005005E0,-1.373596191E0,5.585295679E0
1.409768762E1,-3.675308228E0,-3.961029053E0,-1.319274902E0,5.562205317E0
1.410019006E1,-3.666778564E0,-3.902435303E0,-1.262817383E0,5.501724646E0
1.410266199E1,-3.661453247E0,-3.795913696E0,-1.203155518E0,5.409508653E0
1.410513391E1,-3.653991699E0,-3.657424927E0,-1.144561768E0,5.295133055E0
1.410763635E1,-3.647598267E0,-3.488052368E0,-1.082778931E0,5.161772239E0
1.411010828E1,-3.642272949E0,-3.289916992E0,-1.018859863E0,5.012761861E0
1.411258020E1,-3.629501343E0,-3.052352905E0,-9.517517090E-1,4.836938037E0
1.411508264E1,-3.611389160E0,-2.782836914E0,-8.846435547E-1,4.644233755E0
1.411755457E1,-3.585815430E0,-2.486694336E0,-8.132629395E-1,4.438819395E0
1.412002649E1,-3.552795410E0,-2.173507690E0,-7.472229004E-1,4.231410281E0
1.412252893E1,-3.513381958E0,-1.849670410E0,-6.854400635E-1,4.029263145E0
1.412500086E1,-3.469711304E0,-1.514114380E0,-6.279144287E-1,3.837409988E0
1.412750330E1,-3.424972534E0,-1.182815552E0,-5.778503418E-1,3.669250674E0
1.412997522E1,-3.375961304E0,-8.611145020E-1,-5.320434570E-1,3.524443665E0
1.413244714E1,-3.325897217E0,-5.575103760E-1,-4.926300049E-1,3.408092493E0
1.413491907E1,-3.272628784E0,-2.698822021E-1,-4.521484375E-1,3.314720768E0
1.413742151E1,-3.212982178E0,-9.963989258E-3,-4.255065918E-1,3.241050696E0
1.413992395E1,-3.153320312E0,2.190704346E-1,-4.020690918E-1,3.186389870E0
1.414239588E1,-3.097930908E0,4.161376953E-1,-3.829040527E-1,3.149120831E0
1.414486780E1,-3.040405273E0,5.759277344E-1,-3.701171875E-1,3.116527509E0
1.414737024E1,-2.988204956E0,6.963043213E-1,-3.594665527E-1,3.089243398E0
1.414984216E1,-2.933883667E0,7.911224365E-1,-3.530731201E-1,3.059118943E0
1.415231409E1,-2.878479004E0,8.592987061E-1,-3.456115723E-1,3.023819274E0
1.415478601E1,-2.826293945E0,9.008331299E-1,-3.402862549E-1,2.985838664E0
1.415728845E1,-2.774093628E0,9.264068604E-1,-3.370971680E-1,2.944054963E0
1.415976038E1,-2.727218628E0,9.381256104E-1,-3.338928223E-1,2.903323186E0
1.416226282E1,-2.685668945E0,9.466400146E-1,-3.360290527E-1,2.867378685E0
1.416473474E1,-2.648391724E0,9.626312256E-1,-3.349609375E-1,2.837752003E0
1.416723718E1,-2.613235474E0,9.828643799E-1,-3.317718506E-1,2.811600005E0
1.416970911E1,-2.581283569E0,1.011627197E0,-3.307037354E-1,2.792092300E0
1.417218103E1,-2.555709839E0,1.057434082E0,-3.264465332E-1,2.785029077E0
1.417465296E1,-2.539733887E0,1.113891602E0,-3.221893311E-1,2.791918459E0
1.417715540E1,-2.525878906E0,1.172485352E0,-3.211212158E-1,2.803195495E0
1.417962732E1,-2.524810791E0,1.232131958E0,-3.157958984E-1,2.827109079E0
1.418212976E1,-2.520553589E0,1.291793823E0,-3.094024658E-1,2.849149270E0
1.418460169E1,-2.523757935E0,1.350387573E0,-3.061981201E-1,2.878655589E0
1.418710413E1,-2.534408569E0,1.410034180E0,-2.998046875E-1,2.915699922E0
1.418957605E1,-2.540802002E0,1.468627930E0,-2.902221680E-1,2.949028945E0
1.419204798E1,-2.553573608E0,1.532546997E0,-2.753143311E-1,2.990858815E0
1.419451990E1,-2.571685791E0,1.591125488E0,-2.646636963E-1,3.035670437E0
1.419702234E1,-2.589797974E0,1.657180786E0,-2.561340332E-1,3.085272491E0
1.419952478E1,-2.606842041E0,1.725357056E0,-2.454833984E-1,3.135720730E0
1.420199670E1,-2.630279541E0,1.787139893E0,-2.337646484E-1,3.188555374E0
1.420446863E1,-2.649459839E0,1.846801758E0,-2.241821289E-1,3.237371124E0
1.420697107E1,-2.672882080E0,1.905380249E0,-2.188568115E-1,3.289782791E0
1.420944299E1,-2.692062378E0,1.956512451E0,-2.167205811E-1,3.334982553E0
1.421191492E1,-2.711242676E0,2.005523682E0,-2.071380615E-1,3.378737673E0
1.421438684E1,-2.729354858E0,2.059844971E0,-1.954193115E-1,3.424985833E0
1.421688928E1,-2.744262695E0,2.109909058E0,-1.858215332E-1,3.466586738E0
1.421936121E1,-2.754913330E0,2.164245605E0,-1.762390137E-1,3.507786579E0
1.422186365E1,-2.768768311E0,2.219635010E0,-1.677246094E-1,3.552603141E0
1.422433557E1,-2.778350830E0,2.279296875E0,-1.570587158E-1,3.597095359E0
1.422683801E1,-2.784744263E0,2.354919434E0,-1.453552246E-1,3.649873188E0
1.422930994E1,-2.789001465E0,2.436950684E0,-1.325683594E-1,3.706053450E0
1.423178186E1,-2.785812378E0,2.526428223E0,-1.304321289E-1,3.763057628E0
1.423425379E1,-2.785812378E0,2.629760742E0,-1.293640137E-1,3.833161517E0
1.423675623E1,-2.789001465E0,2.745880127E0,-1.240386963E-1,3.915836110E0
1.423922815E1,-2.789001465E0,2.860931396E0,-1.240386963E-1,3.997354528E0
1.424173059E1,-2.790069580E0,2.966384888E0,-1.283111572E-1,4.074357780E0
1.424420252E1,-2.791137695E0,3.064392090E0,-1.346893311E-1,4.147178526E0
1.424670496E1,-2.790069580E0,3.149612427E0,-1.432189941E-1,4.210113820E0
1.424917688E1,-2.791137695E0,3.219924927E0,-1.506805420E-1,4.263926687E0
1.425164880E1,-2.787933350E0,3.284896851E0,-1.602630615E-1,4.311473522E0
1.425412073E1,-2.791137695E0,3.337097168E0,-1.751708984E-1,4.354004133E0
1.425662317E1,-2.799652100E0,3.373321533E0,-1.922149658E-1,4.387971814E0
1.425909509E1,-2.808181763E0,3.401016235E0,-2.113952637E-1,4.415595566E0
1.426159754E1,-2.815628052E0,3.411666870E0,-2.326965332E-1,4.429602672E0
1.426406946E1,-2.830551147E0,3.410598755E0,-2.614593506E-1,4.439883406E0
1.426657190E1,-2.846527100E0,3.397827148E0,-2.912902832E-1,4.442161173E0
1.426904382E1,-2.867828369E0,3.365859985E0,-3.253784180E-1,4.433883637E0
1.427151575E1,-2.893402100E0,3.318984985E0,-3.583984375E-1,4.417678857E0
1.427398767E1,-2.921096802E0,3.259338379E0,-3.978118896E-1,4.394809153E0
1.427649011E1,-2.957321167E0,3.195419312E0,-4.382934570E-1,4.375906102E0
1.427896204E1,-2.988204956E0,3.125106812E0,-4.787750244E-1,4.350274355E0
1.428146448E1,-3.024429321E0,3.043090820E0,-5.245819092E-1,4.322355913E0
1.428393640E1,-3.067031860E0,2.953598022E0,-5.661315918E-1,4.295454655E0
1.428643884E1,-3.110717773E0,2.858795166E0,-6.098022461E-1,4.268621984E0
1.428891077E1,-3.147994995E0,2.768249512E0,-6.566772461E-1,4.243147753E0
1.429138269E1,-3.193801880E0,2.694747925E0,-7.046051025E-1,4.237747654E0
1.429385462E1,-3.237472534E0,2.630828857E0,-7.525482178E-1,4.238964226E0
1.429635706E1,-3.282226562E0,2.574371338E0,-8.090057373E-1,4.249104526E0
1.429882898E1,-3.336547852E0,2.533889771E0,-8.707885742E-1,4.279184698E0
1.430133142E1,-3.395141602E0,2.495544434E0,-9.315185547E-1,4.315374298E0
1.430380335E1,-3.464385986E0,2.439086914E0,-9.986267090E-1,4.352972610E0
1.430627527E1,-3.541076660E0,2.367706299E0,-1.054016113E0,4.388189490E0
1.430877771E1,-3.626296997E0,2.295272827E0,-1.099822998E0,4.430340606E0
1.431124964E1,-3.701934814E0,2.229217529E0,-1.143493652E0,4.470045849E0
1.431372156E1,-3.779693604E0,2.149322510E0,-1.188247681E0,4.507505245E0
1.431622400E1,-3.862792969E0,2.047058105E0,-1.224456787E0,4.539924100E0
1.431869592E1,-3.941619873E0,1.918167114E0,-1.262817383E0,4.561846122E0
1.432119836E1,-4.019378662E0,1.771163940E0,-1.295837402E0,4.579478257E0
1.432367029E1,-4.102478027E0,1.601791382E0,-1.328857422E0,4.600209087E0
1.432614221E1,-4.189819336E0,1.419616699E0,-1.352294922E0,4.625861995E0
1.432864465E1,-4.278244019E0,1.228942871E0,-1.368270874E0,4.656805520E0
1.433111658E1,-4.364532471E0,1.042526245E0,-1.386383057E0,4.696601180E0
1.433358850E1,-4.450820923E0,8.560943604E-1,-1.402359009E0,4.744398300E0
1.433609094E1,-4.544555664E0,6.686096191E-1,-1.414077759E0,4.806208580E0
1.433856287E1,-4.640426636E0,4.917755127E-1,-1.419403076E0,4.877510390E0
1.434106531E1,-4.741638184E0,3.234710693E-1,-1.427932739E0,4.962535451E0
1.434353723E1,-4.846023560E0,1.604766846E-1,-1.432189941E0,5.055775424E0
1.434600916E1,-4.958938599E0,8.148193359E-3,-1.432189941E0,5.161618588E0
1.434851160E1,-5.075057983E0,-1.239471436E-1,-1.422607422E0,5.272133184E0
1.435098352E1,-5.190109253E0,-2.357940674E-1,-1.409820557E0,5.383347184E0
1.435345545E1,-5.297698975E0,-3.380584717E-1,-1.393844604E0,5.488415139E0
1.435595789E1,-5.411682129E0,-4.467163086E-1,-1.371459961E0,5.600603659E0
1.435842981E1,-5.522476196E0,-5.532531738E-1,-1.354415894E0,5.712991758E0
1.436093225E1,-5.630065918E0,-6.672363281E-1,-1.340576172E0,5.825803896E0
1.436340418E1,-5.738723755E0,-7.865447998E-1,-1.316070557E0,5.940003768E0
1.436587610E1,-5.840988159E0,-9.090423584E-1,-1.289443970E0,6.050303004E0
1.436837854E1,-5.938995361E0,-1.033676147E0,-1.257476807E0,6.158035417E0
1.437085046E1,-6.030609131E0,-1.163635254E0,-1.228729248E0,6.263550835E0
1.437332239E1,-6.120086670E0,-1.301055908E0,-1.203155518E0,6.371482600E0
1.437582483E1,-6.206375122E0,-1.448074341E0,-1.179718018E0,6.481338292E0
1.437829675E1,-6.287338257E0,-1.607864380E0,-1.153091431E0,6.591317779E0
1.438079920E1,-6.365097046E0,-1.767654419E0,-1.122192383E0,6.700625217E0
1.438327112E1,-6.436462402E0,-1.924240112E0,-1.093429565E0,6.806345310E0
1.438574304E1,-6.501449585E0,-2.079772949E0,-1.067871094E0,6.909026769E0
1.438824548E1,-6.560043335E0,-2.236358643E0,-1.039108276E0,7.008224778E0
1.439071741E1,-6.621826172E0,-2.387634277E0,-1.006088257E0,7.110667541E0
1.439318933E1,-6.678283691E0,-2.523986816E0,-9.687957764E-1,7.204758689E0
1.439569177E1,-6.728347778E0,-2.631576538E0,-9.251251221E-1,7.283660851E0
1.439816370E1,-6.776290894E0,-2.705078125E0,-8.793182373E-1,7.349065689E0
1.440066614E1,-6.818893433E0,-2.757278442E0,-8.281860352E-1,7.401741968E0
1.440313806E1,-6.855117798E0,-2.800949097E0,-7.717285156E-1,7.445369082E0
1.440560999E1,-6.887069702E0,-2.816940308E0,-7.163238525E-1,7.475292746E0
1.440811243E1,-6.910507202E0,-2.809478760E0,-6.598663330E-1,7.488905412E0
1.441058435E1,-6.935012817E0,-2.788177490E0,-6.055450439E-1,7.499001353E0
1.441305628E1,-6.953125000E0,-2.758346558E0,-5.480194092E-1,7.500316545E0
1.441555872E1,-6.972290039E0,-2.711471558E0,-4.819641113E-1,7.496478894E0
1.441803064E1,-6.988281250E0,-2.649688721E0,-4.137878418E-1,7.485195089E0
1.442053308E1,-7.004257202E0,-2.575119019E0,-3.381652832E-1,7.470288661E0
1.442300501E1,-7.012771606E0,-2.487762451E0,-2.550659180E-1,7.445333185E0
1.442547693E1,-7.024490356E0,-2.386566162E0,-1.655883789E-1,7.420686109E0
1.442797937E1,-7.033020020E0,-2.271514893E0,-6.971740723E-2,7.391076445E0
1.443045130E1,-7.036209106E0,-2.149017334E0,3.254699707E-2,7.357144378E0
1.443292322E1,-7.039413452E0,-2.026504517E0,1.401367188E-1,7.326643202E0
1.443542566E1,-7.044738770E0,-1.897613525E0,2.338867188E-1,7.299587962E0
1.443789758E1,-7.046859741E0,-1.767654419E0,3.276367188E-1,7.272563522E0
1.444040002E1,-7.048995972E0,-1.629165649E0,4.224395752E-1,7.247135994E0
1.444287195E1,-7.055389404E0,-1.497070312E0,5.172424316E-1,7.230994323E0
1.444534387E1,-7.067108154E0,-1.366043091E0,6.077880859E-1,7.223537758E0
1.444784631E1,-7.079895020E0,-1.246734619E0,7.015380859E-1,7.222978360E0
1.445031824E1,-7.092666626E0,-1.140213013E0,8.016662598E-1,7.228324451E0
1.445279016E1,-7.109710693E0,-1.036880493E0,8.943481445E-1,7.240370564E0
1.445529260E1,-7.124633789E0,-9.410095215E-1,9.806365967E-1,7.253106485E0
1.445776453E1,-7.128890991E0,-8.568420410E-1,1.067993164E0,7.259192410E0
1.446026697E1,-7.136352539E0,-7.971954346E-1,1.151077271E0,7.272415486E0
1.446273889E1,-7.143798828E0,-7.503204346E-1,1.226715088E0,7.287089430E0
1.446521082E1,-7.148071289E0,-7.194213867E-1,1.302352905E0,7.301274777E0
1.446771326E1,-7.152328491E0,-7.077026367E-1,1.374786377E0,7.317559938E0
1.447018518E1,-7.149124146E0,-7.066497803E-1,1.436569214E0,7.326190078E0
1.447265711E1,-7.138473511E0,-7.258148193E-1,1.495162964E0,7.329401306E0
1.447515955E1,-7.128890991E0,-7.641754150E-1,1.549484253E0,7.335254071E0
1.447763147E1,-7.124633789E0,-8.025207520E-1,1.599548340E0,7.345951339E0
1.448013391E1,-7.117172241E0,-8.419342041E-1,1.647491455E0,7.353721643E0
1.448260584E1,-7.108642578E0,-8.760223389E-1,1.684783936E0,7.357901287E0
1.448507776E1,-7.093734741E0,-9.175720215E-1,1.718872070E0,7.356461934E0
1.448758020E1,-7.085220337E0,-9.665679932E-1,1.745498657E0,7.360799309E0
1.449005212E1,-7.080947876E0,-1.029418945E0,1.773193359E0,7.371820730E0
1.449252405E1,-7.073501587E0,-1.096527100E0,1.793426514E0,7.379239462E0
1.449502649E1,-7.063903809E0,-1.167907715E0,1.812606812E0,7.385681343E0
1.449749841E1,-7.050064087E0,-1.243530273E0,1.831787109E0,7.389534166E0
1.450000086E1,-7.037277222E0,-1.307449341E0,1.846694946E0,7.392088791E0
1.450247278E1,-7.018096924E0,-1.364974976E0,1.862670898E0,7.388259876E0
1.450494470E1,-6.996795654E0,-1.412918091E0,1.873321533E0,7.379757484E0
1.450744714E1,-6.971237183E0,-1.442749023E0,1.883987427E0,7.364039735E0
1.450991907E1,-6.948867798E0,-1.474700928E0,1.898895264E0,7.353047648E0
1.451239099E1,-6.931808472E0,-1.507720947E0,1.909545898E0,7.346397531E0
1.451489343E1,-6.921157837E0,-1.535415649E0,1.922332764E0,7.345426487E0
1.451736536E1,-6.905181885E0,-1.547134399E0,1.943634033E0,7.338451810E0
1.451986780E1,-6.891342163E0,-1.541809082E0,1.963882446E0,7.329707110E0
1.452233972E1,-6.878555298E0,-1.529022217E0,1.986251831E0,7.321040108E0
1.452481165E1,-6.863632202E0,-1.511978149E0,2.012878418E0,7.310759499E0
1.452731409E1,-6.854049683E0,-1.504531860E0,2.043777466E0,7.308805614E0
1.452978601E1,-6.841262817E0,-1.488540649E0,2.081054688E0,7.304068648E0
1.453225794E1,-6.827423096E0,-1.456588745E0,2.125793457E0,7.297558134E0
1.453476038E1,-6.813568115E0,-1.418243408E0,2.175857544E0,7.291809164E0
1.453723230E1,-6.802917480E0,-1.388412476E0,2.229125977E0,7.292213523E0
1.453973474E1,-6.799728394E0,-1.350067139E0,2.287719727E0,7.300181440E0
1.454220667E1,-6.789077759E0,-1.298934937E0,2.346298218E0,7.299583831E0
1.454467859E1,-6.779479980E0,-1.227554321E0,2.407028198E0,7.298083527E0
1.454718103E1,-6.772033691E0,-1.146591187E0,2.468811035E0,7.298639571E0
1.454965296E1,-6.757110596E0,-1.064575195E0,2.528472900E0,7.292807358E0
1.455212488E1,-6.743270874E0,-9.750976562E-1,2.589187622E0,7.288786597E0
1.455462732E1,-6.724090576E0,-8.813476562E-1,2.641387939E0,7.277849821E0
1.455709924E1,-6.698516846E0,-7.844085693E-1,2.698913574E0,7.264265910E0
1.455960169E1,-6.668701172E0,-7.002563477E-1,2.741516113E0,7.244159363E0
1.456207361E1,-6.637802124E0,-6.320800781E-1,2.784133911E0,7.225741754E0
1.456454553E1,-6.606903076E0,-5.756225586E-1,2.826736450E0,7.209226626E0
1.456704798E1,-6.568557739E0,-5.244903564E-1,2.859756470E0,7.183261653E0
1.456951990E1,-6.534469604E0,-4.786834717E-1,2.882141113E0,7.157874564E0
1.457199182E1,-6.495056152E0,-4.424591064E-1,2.904510498E0,7.128653850E0
1.457449426E1,-6.456710815E0,-4.254150391E-1,2.919418335E0,7.098809472E0
1.457696619E1,-6.417297363E0,-4.243469238E-1,2.934326172E0,7.069090878E0
1.457946863E1,-6.375747681E0,-4.413909912E-1,2.943923950E0,7.036453135E0
1.458194055E1,-6.332077026E0,-4.957275391E-1,2.946044922E0,7.001437420E0
1.458441248E1,-6.292663574E0,-5.681610107E-1,2.949249268E0,6.972696253E0
1.458691492E1,-6.248977661E0,-6.501922607E-1,2.951370239E0,6.941401737E0
1.458938684E1,-6.203170776E0,-7.364654541E-1,2.943923950E0,6.905678625E0
1.459185877E1,-6.160568237E0,-8.153076172E-1,2.934326172E0,6.872233814E0
1.459436121E1,-6.112625122E0,-8.898620605E-1,2.923675537E0,6.834026560E0
1.459683313E1,-6.067886353E0,-9.665679932E-1,2.916229248E0,6.801315424E0
1.459933557E1,-6.027404785E0,-1.035812378E0,2.904510498E0,6.770428122E0
1.460180750E1,-5.990127563E0,-1.107177734E0,2.895980835E0,6.744937046E0
1.460427942E1,-5.950714111E0,-1.170028687E0,2.888519287E0,6.717403459E0
1.460678186E1,-5.920883179E0,-1.223297119E0,2.877868652E0,6.695927228E0
1.460925379E1,-5.891052246E0,-1.273361206E0,2.869354248E0,6.675263225E0
1.461172571E1,-5.864425659E0,-1.312774658E0,2.860824585E0,6.655763136E0
1.461422815E1,-5.833526611E0,-1.327697754E0,2.855499268E0,6.629229979E0
1.461670007E1,-5.796249390E0,-1.360717773E0,2.868286133E0,6.608715850E0
1.461917200E1,-5.774932861E0,-1.426757812E0,2.860824585E0,6.600742740E0
1.462167444E1,-5.753631592E0,-1.498138428E0,2.857635498E0,6.596573041E0
1.462414636E1,-5.725936890E0,-1.548202515E0,2.853378296E0,6.582176843E0
1.462664880E1,-5.697174072E0,-1.573776245E0,2.849105835E0,6.561399861E0
1.462912073E1,-5.667343140E0,-1.595077515E0,2.853378296E0,6.542539128E0
1.463159265E1,-5.643905640E0,-1.613189697E0,2.852310181E0,6.526233618E0
1.463409509E1,-5.622604370E0,-1.623840332E0,2.857635498E0,6.512804155E0
1.463656702E1,-5.595977783E0,-1.627029419E0,2.859756470E0,6.491563690E0
1.463903894E1,-5.565078735E0,-1.615310669E0,2.861892700E0,6.462952863E0
1.464154138E1,-5.535247803E0,-1.591873169E0,2.864028931E0,6.432393811E0
1.464401331E1,-5.501159668E0,-1.562057495E0,2.864028931E0,6.395736316E0
1.464651575E1,-5.470275879E0,-1.531158447E0,2.867218018E0,6.363120582E0
1.464898767E1,-5.430862427E0,-1.498138428E0,2.869354248E0,6.322331789E0
1.465145960E1,-5.391448975E0,-1.462982178E0,2.872543335E0,6.281683223E0
1.465396204E1,-5.350967407E0,-1.435287476E0,2.878936768E0,6.243490950E0
1.465643396E1,-5.301956177E0,-1.409713745E0,2.885330200E0,6.198641989E0
1.465890589E1,-5.243377686E0,-1.382019043E0,2.886398315E0,6.142823571E0
1.466140833E1,-5.186920166E0,-1.356460571E0,2.886398315E0,6.088958969E0
1.466388025E1,-5.125122070E0,-1.346862793E0,2.893844604E0,6.037818498E0
